accident_id,date,time,weekday,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
1078,2024-08-05,11:03,Monday,Bangalore,Highway,Car,Wet,Day,2,Serious,12.924619,77.581124
1079,2024-02-10,07:04,Saturday,Bangalore,Highway,Bus,Dry,Day,2,Minor,12.968576,77.558611
1080,2024-09-27,22:19,Friday,Chennai,Rural,Truck,Wet,Night,1,Fatal,13.061377,80.236289
1081,2024-11-24,01:38,Sunday,Mumbai,Highway,Bike,Dry,Night,4,Fatal,19.109268,72.89569
1082,2024-08-20,17:45,Tuesday,Delhi,Highway,Truck,Damaged,Day,2,Serious,28.696467,77.06818
1083,2024-02-17,16:24,Saturday,Mumbai,Highway,Bike,Wet,Day,1,Fatal,19.047891,72.846069
1084,2024-10-13,19:53,Sunday,Bangalore,Highway,Bus,Wet,Night,3,Fatal,12.98687,77.58511
1085,2024-07-13,05:03,Saturday,Delhi,Highway,Bus,Dry,Night,3,Serious,28.66494,77.060281
1086,2024-11-04,10:01,Monday,Mumbai,Rural,Bike,Damaged,Day,1,Minor,19.032532,72.887411
1087,2024-06-07,06:35,Friday,Mumbai,Highway,Car,Dry,Day,3,Minor,19.034504,72.884712
1088,2024-01-23,18:50,Tuesday,Chennai,Urban,Car,Wet,Day,1,Minor,13.127051,80.221548
1089,2024-07-01,09:25,Monday,Mumbai,Rural,Bus,Damaged,Day,3,Minor,19.123385,72.897966
1090,2024-02-19,10:26,Monday,Bangalore,Highway,Bike,Dry,Day,4,Serious,12.969295,77.631481
1091,2024-01-20,09:10,Saturday,Mumbai,Highway,Bus,Dry,Day,1,Minor,19.121282,72.850857
1092,2024-04-20,21:41,Saturday,Mumbai,Highway,Bike,Damaged,Night,3,Fatal,19.070748,72.84082
1093,2024-05-28,11:39,Tuesday,Chennai,Urban,Bus,Dry,Day,2,Minor,13.132401,80.281388
1094,2024-03-19,18:40,Tuesday,Chennai,Urban,Car,Dry,Day,3,Minor,13.087414,80.317595
1095,2024-02-14,15:06,Wednesday,Chennai,Rural,Bike,Wet,Day,2,Serious,13.039516,80.278351
1096,2024-06-29,02:04,Saturday,Mumbai,Highway,Bus,Wet,Night,4,Fatal,19.123848,72.904015
1097,2024-08-14,20:59,Wednesday,Mumbai,Urban,Bus,Dry,Night,3,Minor,19.1119,72.867794
1098,2024-11-13,21:08,Wednesday,Chennai,Rural,Truck,Wet,Night,1,Fatal,13.10092,80.271294
1099,2024-05-14,21:02,Tuesday,Bangalore,Highway,Bike,Damaged,Night,1,Fatal,12.937056,77.55513
1100,2024-07-11,05:36,Thursday,Chennai,Urban,Bike,Wet,Night,4,Fatal,13.099615,80.255594
1101,2024-08-27,20:34,Tuesday,Chennai,Urban,Car,Dry,Night,1,Minor,13.124446,80.312949
1102,2024-08-09,06:25,Friday,Delhi,Urban,Truck,Wet,Day,4,Serious,28.675364,77.126628
1103,2024-02-28,08:29,Wednesday,Bangalore,Highway,Bike,Wet,Day,2,Fatal,12.985622,77.576619
1104,2024-01-17,19:49,Wednesday,Chennai,Urban,Truck,Wet,Night,4,Fatal,13.054042,80.241849
1105,2024-01-12,21:27,Friday,Delhi,Rural,Bike,Dry,Night,2,Serious,28.661026,77.093007
1106,2024-06-01,22:28,Saturday,Chennai,Highway,Bike,Damaged,Night,3,Fatal,13.051108,80.226074
1107,2024-08-07,10:48,Wednesday,Delhi,Urban,Bike,Wet,Day,4,Serious,28.702263,77.106051
1108,2024-03-23,22:27,Saturday,Delhi,Highway,Bus,Dry,Night,2,Serious,28.661881,77.119296
1109,2024-11-11,04:20,Monday,Delhi,Urban,Bike,Wet,Night,2,Fatal,28.704045,77.084141
1110,2024-12-11,13:16,Wednesday,Bangalore,Rural,Bike,Damaged,Day,4,Minor,12.985492,77.602438
1111,2024-01-19,06:47,Friday,Mumbai,Rural,Bike,Damaged,Day,4,Minor,19.047614,72.848676
1112,2024-04-07,21:36,Sunday,Bangalore,Rural,Truck,Dry,Night,3,Serious,13.011265,77.594809
1113,2024-03-04,22:31,Monday,Chennai,Rural,Bus,Wet,Night,3,Serious,13.115519,80.263285
1114,2024-06-20,03:59,Thursday,Mumbai,Rural,Bus,Wet,Night,2,Serious,19.081275,72.843966
1115,2024-08-11,12:18,Sunday,Chennai,Highway,Truck,Damaged,Day,1,Serious,13.132236,80.301294
1116,2024-02-23,02:41,Friday,Bangalore,Highway,Bus,Dry,Night,4,Serious,12.996594,77.606983
1117,2024-10-05,03:40,Saturday,Chennai,Highway,Car,Damaged,Night,3,Fatal,13.117871,80.241887
1118,2024-08-20,17:24,Tuesday,Bangalore,Urban,Bus,Dry,Day,3,Minor,13.018362,77.636003
1119,2024-07-30,20:45,Tuesday,Chennai,Urban,Truck,Dry,Night,3,Serious,13.059461,80.286568
1120,2024-06-06,13:43,Thursday,Mumbai,Urban,Bus,Dry,Day,1,Minor,19.028625,72.906751
1121,2024-09-22,23:38,Sunday,Delhi,Rural,Bike,Damaged,Night,4,Serious,28.678283,77.149849
1122,2024-04-08,19:41,Monday,Chennai,Urban,Bus,Dry,Night,4,Minor,13.130436,80.238072
1123,2024-06-11,16:10,Tuesday,Chennai,Urban,Car,Damaged,Day,2,Minor,13.083126,80.283844
1124,2024-07-19,20:58,Friday,Delhi,Highway,Bike,Wet,Night,2,Fatal,28.663425,77.055064
1125,2024-01-06,20:49,Saturday,Mumbai,Urban,Car,Damaged,Night,4,Serious,19.028529,72.901117
1126,2024-08-20,20:40,Tuesday,Delhi,Urban,Bike,Damaged,Night,2,Serious,28.683792,77.106042
1127,2024-05-05,23:49,Sunday,Chennai,Rural,Car,Wet,Night,1,Serious,13.126198,80.283444
1128,2024-11-22,18:55,Friday,Bangalore,Urban,Bus,Damaged,Day,1,Minor,12.932308,77.572846
1129,2024-04-02,02:04,Tuesday,Chennai,Rural,Bike,Wet,Night,1,Fatal,13.081804,80.222896
1130,2024-02-07,15:40,Wednesday,Bangalore,Urban,Bus,Wet,Day,3,Minor,12.984955,77.589688
1131,2024-03-23,05:19,Saturday,Bangalore,Urban,Car,Dry,Night,3,Minor,13.020974,77.592991
1132,2024-11-10,19:34,Sunday,Bangalore,Urban,Truck,Dry,Night,2,Serious,12.982211,77.598195
1133,2024-09-22,16:48,Sunday,Mumbai,Urban,Truck,Dry,Day,2,Minor,19.02895,72.841557
1134,2024-02-12,23:44,Monday,Mumbai,Rural,Truck,Wet,Night,2,Fatal,19.121323,72.862555
1135,2024-10-09,20:18,Wednesday,Chennai,Highway,Bus,Wet,Night,4,Fatal,13.124935,80.245709
1136,2024-04-11,21:54,Thursday,Delhi,Rural,Car,Damaged,Night,3,Serious,28.670665,77.073083
1137,2024-09-06,13:56,Friday,Chennai,Rural,Truck,Wet,Day,1,Serious,13.09343,80.263631
1138,2024-10-17,11:23,Thursday,Bangalore,Rural,Bike,Dry,Day,3,Minor,12.980287,77.573947
1139,2024-11-26,16:22,Tuesday,Chennai,Urban,Car,Dry,Day,3,Minor,13.075639,80.239291
1140,2024-05-05,02:13,Sunday,Delhi,Rural,Bike,Wet,Night,1,Fatal,28.655063,77.121329
1141,2024-06-17,06:29,Monday,Delhi,Urban,Car,Wet,Day,3,Minor,28.71428,77.105226
1142,2024-02-22,17:17,Thursday,Bangalore,Highway,Bus,Damaged,Day,4,Serious,12.953378,77.576612
1143,2024-04-10,01:51,Wednesday,Chennai,Rural,Car,Wet,Night,4,Serious,13.044626,80.265979
1144,2024-11-03,10:37,Sunday,Chennai,Urban,Car,Wet,Day,1,Minor,13.097067,80.30631
1145,2024-01-03,14:18,Wednesday,Mumbai,Rural,Car,Damaged,Day,1,Minor,19.059739,72.829327
1146,2024-08-28,03:53,Wednesday,Chennai,Highway,Truck,Wet,Night,3,Fatal,13.108069,80.260734
1147,2024-10-11,10:31,Friday,Bangalore,Rural,Truck,Damaged,Day,4,Minor,12.970934,77.60871
1148,2024-03-03,11:39,Sunday,Bangalore,Urban,Bike,Dry,Day,1,Minor,12.935473,77.643954
1149,2024-12-18,23:27,Wednesday,Mumbai,Urban,Car,Dry,Night,3,Minor,19.107615,72.881456
1150,2024-01-03,22:55,Wednesday,Bangalore,Rural,Car,Dry,Night,1,Minor,13.016314,77.552104
1151,2024-06-17,22:39,Monday,Chennai,Rural,Bike,Dry,Night,4,Serious,13.04469,80.252633
1152,2024-03-16,18:56,Saturday,Chennai,Highway,Bus,Damaged,Day,1,Serious,13.084876,80.244752
1153,2024-09-01,21:31,Sunday,Delhi,Rural,Bus,Dry,Night,1,Minor,28.680481,77.082123
1154,2024-02-12,11:35,Monday,Mumbai,Highway,Bike,Damaged,Day,1,Serious,19.033514,72.877161
1155,2024-04-18,00:42,Thursday,Mumbai,Rural,Bus,Dry,Night,4,Minor,19.036453,72.848566
1156,2024-10-29,16:32,Tuesday,Delhi,Rural,Bus,Damaged,Day,2,Minor,28.738881,77.063066
1157,2024-03-07,07:58,Thursday,Delhi,Rural,Bus,Damaged,Day,2,Minor,28.732102,77.071295
1158,2024-05-22,13:10,Wednesday,Delhi,Highway,Car,Dry,Day,4,Minor,28.74172,77.127003
1159,2024-05-03,00:57,Friday,Chennai,Urban,Truck,Dry,Night,4,Serious,13.098889,80.265964
1160,2024-05-15,03:59,Wednesday,Bangalore,Rural,Bus,Dry,Night,2,Minor,12.961293,77.587685
1161,2024-06-19,01:28,Wednesday,Delhi,Rural,Car,Dry,Night,4,Minor,28.7273,77.094759
1162,2024-05-30,06:25,Thursday,Mumbai,Highway,Truck,Damaged,Day,4,Serious,19.077862,72.838618
1163,2024-01-26,20:15,Friday,Bangalore,Urban,Car,Dry,Night,1,Minor,12.979123,77.568477
1164,2024-09-29,03:17,Sunday,Mumbai,Highway,Bus,Wet,Night,4,Fatal,19.03613,72.901092
1165,2024-12-20,08:31,Friday,Mumbai,Urban,Bike,Wet,Day,3,Serious,19.096585,72.856498
1166,2024-01-02,03:11,Tuesday,Chennai,Highway,Truck,Damaged,Night,2,Fatal,13.049723,80.288844
1167,2024-03-26,05:21,Tuesday,Chennai,Urban,Car,Damaged,Night,4,Serious,13.075492,80.222783
1168,2024-05-15,02:10,Wednesday,Bangalore,Highway,Truck,Wet,Night,1,Fatal,12.970431,77.569351
1169,2024-02-26,01:52,Monday,Bangalore,Highway,Truck,Dry,Night,2,Fatal,12.997099,77.622126
1170,2024-02-21,09:51,Wednesday,Delhi,Rural,Bus,Damaged,Day,3,Minor,28.753079,77.078234
1171,2024-09-06,08:23,Friday,Chennai,Urban,Truck,Wet,Day,3,Serious,13.121837,80.298153
1172,2024-11-01,15:07,Friday,Delhi,Highway,Car,Dry,Day,4,Minor,28.739727,77.118437
1173,2024-03-13,11:31,Wednesday,Bangalore,Urban,Bus,Wet,Day,2,Minor,12.996037,77.563984
1174,2024-07-12,20:06,Friday,Delhi,Highway,Bus,Damaged,Night,2,Fatal,28.680631,77.120407
1175,2024-06-18,12:37,Tuesday,Chennai,Rural,Truck,Dry,Day,1,Minor,13.090652,80.290884
1176,2024-11-09,03:27,Saturday,Chennai,Highway,Truck,Wet,Night,1,Fatal,13.129647,80.270593
1177,2024-12-16,04:29,Monday,Mumbai,Highway,Truck,Damaged,Night,2,Fatal,19.056365,72.856526
1178,2024-05-30,00:29,Thursday,Bangalore,Urban,Truck,Damaged,Night,1,Serious,12.926919,77.575182
1179,2024-08-08,11:42,Thursday,Bangalore,Urban,Truck,Dry,Day,3,Minor,13.009472,77.623126
1180,2024-09-14,21:49,Saturday,Mumbai,Urban,Truck,Dry,Night,2,Serious,19.069205,72.919526
1181,2024-05-28,07:02,Tuesday,Chennai,Rural,Bike,Damaged,Day,4,Minor,13.074956,80.317391
1182,2024-02-20,08:58,Tuesday,Delhi,Highway,Truck,Dry,Day,4,Serious,28.721992,77.084748
1183,2024-10-23,04:43,Wednesday,Mumbai,Rural,Bike,Wet,Night,2,Fatal,19.056106,72.83626
1184,2024-10-17,20:29,Thursday,Mumbai,Rural,Bus,Dry,Night,2,Minor,19.078657,72.897113
1185,2024-09-14,21:45,Saturday,Delhi,Rural,Truck,Wet,Night,4,Fatal,28.696151,77.093526
1186,2024-01-15,17:01,Monday,Chennai,Urban,Bike,Damaged,Day,3,Minor,13.111363,80.278732
1187,2024-07-10,04:39,Wednesday,Delhi,Urban,Bus,Dry,Night,4,Minor,28.721108,77.098781
1188,2024-09-22,14:53,Sunday,Bangalore,Urban,Car,Wet,Day,1,Minor,12.954948,77.55434
1189,2024-05-28,18:30,Tuesday,Delhi,Urban,Car,Damaged,Day,1,Minor,28.724257,77.104126
1190,2024-10-14,23:31,Monday,Mumbai,Urban,Bike,Wet,Night,3,Fatal,19.097914,72.921353
1191,2024-09-05,19:44,Thursday,Mumbai,Urban,Car,Dry,Night,2,Minor,19.086379,72.839803
1192,2024-02-19,07:13,Monday,Bangalore,Rural,Car,Damaged,Day,4,Minor,12.960671,77.637204
1193,2024-06-02,12:30,Sunday,Mumbai,Urban,Truck,Damaged,Day,4,Minor,19.111931,72.889416
1194,2024-08-09,04:40,Friday,Bangalore,Urban,Bike,Damaged,Night,2,Serious,12.938678,77.618766
1195,2024-10-06,06:30,Sunday,Chennai,Rural,Truck,Damaged,Day,1,Minor,13.128609,80.269996
1196,2024-12-07,08:25,Saturday,Chennai,Highway,Car,Wet,Day,4,Serious,13.114049,80.235517
1197,2024-05-25,14:07,Saturday,Chennai,Urban,Truck,Dry,Day,4,Minor,13.036963,80.311406
1198,2024-03-12,14:56,Tuesday,Chennai,Rural,Car,Dry,Day,3,Minor,13.082764,80.306802
1199,2024-04-17,11:57,Wednesday,Chennai,Highway,Car,Dry,Day,2,Minor,13.067887,80.292621
1200,2024-06-22,14:45,Saturday,Mumbai,Rural,Truck,Wet,Day,1,Serious,19.117616,72.892213
1201,2024-07-11,15:38,Thursday,Mumbai,Highway,Truck,Dry,Day,3,Serious,19.084885,72.885772
1202,2024-10-26,19:53,Saturday,Chennai,Urban,Car,Dry,Night,2,Minor,13.05587,80.287226
1203,2024-09-12,21:30,Thursday,Delhi,Urban,Bike,Dry,Night,2,Serious,28.726916,77.090908
1204,2024-08-03,02:03,Saturday,Delhi,Urban,Car,Damaged,Night,1,Serious,28.698253,77.089932
1205,2024-11-19,00:59,Tuesday,Mumbai,Rural,Car,Damaged,Night,4,Serious,19.063763,72.926587
1206,2024-10-20,17:12,Sunday,Mumbai,Rural,Bus,Wet,Day,3,Minor,19.04855,72.901915
1207,2024-08-10,16:51,Saturday,Mumbai,Urban,Car,Damaged,Day,1,Minor,19.046354,72.908701
1208,2024-01-03,11:49,Wednesday,Chennai,Highway,Car,Wet,Day,2,Serious,13.100936,80.316474
1209,2024-11-24,16:31,Sunday,Mumbai,Urban,Bus,Damaged,Day,3,Minor,19.061649,72.917676
1210,2024-03-11,02:28,Monday,Chennai,Highway,Bus,Dry,Night,1,Serious,13.045419,80.272425
1211,2024-02-21,03:31,Wednesday,Mumbai,Urban,Truck,Dry,Night,2,Serious,19.108133,72.85669
1212,2024-05-08,12:45,Wednesday,Delhi,Urban,Bike,Wet,Day,1,Serious,28.707542,77.07664
1213,2024-09-22,19:32,Sunday,Delhi,Rural,Car,Damaged,Night,1,Serious,28.712377,77.146193
1214,2024-05-14,20:01,Tuesday,Bangalore,Rural,Bus,Wet,Night,2,Serious,12.955054,77.621074
1215,2024-03-12,06:35,Tuesday,Delhi,Highway,Car,Dry,Day,4,Minor,28.661391,77.1473
1216,2024-11-08,22:53,Friday,Bangalore,Rural,Car,Wet,Night,1,Serious,13.010352,77.592477
1217,2024-03-07,08:46,Thursday,Bangalore,Urban,Car,Wet,Day,2,Minor,12.986634,77.587752
1218,2024-06-04,07:01,Tuesday,Bangalore,Urban,Bike,Damaged,Day,4,Minor,12.989794,77.618392
1219,2024-10-09,15:03,Wednesday,Chennai,Rural,Bike,Wet,Day,4,Serious,13.087654,80.232258
1220,2024-03-01,19:57,Friday,Delhi,Rural,Bike,Wet,Night,4,Fatal,28.745907,77.076317
1221,2024-02-17,18:00,Saturday,Mumbai,Rural,Car,Dry,Day,2,Minor,19.107262,72.835361
1222,2024-03-05,14:11,Tuesday,Delhi,Urban,Truck,Wet,Day,2,Serious,28.753909,77.065472
1223,2024-07-22,15:42,Monday,Bangalore,Highway,Car,Dry,Day,3,Minor,13.015437,77.565186
1224,2024-12-27,23:52,Friday,Delhi,Urban,Bus,Damaged,Night,3,Serious,28.748243,77.130521
1225,2024-05-29,20:15,Wednesday,Delhi,Rural,Car,Dry,Night,3,Minor,28.744143,77.12305
1226,2024-11-14,15:17,Thursday,Bangalore,Urban,Bike,Damaged,Day,2,Minor,12.952094,77.599897
1227,2024-03-03,11:46,Sunday,Mumbai,Urban,Bike,Damaged,Day,4,Minor,19.090991,72.873076
1228,2024-02-28,00:31,Wednesday,Bangalore,Rural,Truck,Damaged,Night,4,Serious,12.951641,77.64111
1229,2024-01-31,08:54,Wednesday,Chennai,Rural,Car,Wet,Day,4,Minor,13.077102,80.243145
1230,2024-07-13,05:42,Saturday,Chennai,Highway,Car,Damaged,Night,3,Fatal,13.035831,80.297
1231,2024-01-14,19:48,Sunday,Delhi,Rural,Bike,Dry,Night,3,Serious,28.726679,77.114653
1232,2024-08-06,23:59,Tuesday,Bangalore,Urban,Bus,Damaged,Night,3,Serious,13.007451,77.638398
1233,2024-08-25,13:36,Sunday,Delhi,Urban,Bus,Wet,Day,2,Minor,28.667287,77.054018
1234,2024-12-15,08:05,Sunday,Mumbai,Highway,Truck,Wet,Day,4,Fatal,19.029861,72.855127
1235,2024-05-17,21:16,Friday,Bangalore,Urban,Truck,Damaged,Night,3,Serious,13.0052,77.629359
1236,2024-08-15,14:01,Thursday,Chennai,Urban,Bus,Dry,Day,3,Minor,13.080721,80.305133
1237,2024-04-21,13:03,Sunday,Bangalore,Rural,Truck,Dry,Day,4,Minor,12.93958,77.621198
1238,2024-05-21,08:55,Tuesday,Chennai,Urban,Bike,Damaged,Day,2,Minor,13.04739,80.282495
1239,2024-01-26,07:07,Friday,Bangalore,Urban,Bus,Damaged,Day,3,Minor,12.925796,77.616336
1240,2024-02-01,22:16,Thursday,Delhi,Urban,Truck,Damaged,Night,1,Serious,28.714158,77.087473
1241,2024-02-09,16:28,Friday,Bangalore,Highway,Car,Dry,Day,2,Minor,12.954179,77.581736
1242,2024-12-14,13:04,Saturday,Chennai,Rural,Bike,Dry,Day,3,Minor,13.093397,80.256729
1243,2024-07-27,20:23,Saturday,Chennai,Rural,Car,Dry,Night,3,Minor,13.037161,80.313731
1244,2024-10-29,00:06,Tuesday,Mumbai,Rural,Truck,Dry,Night,4,Serious,19.109073,72.83096
1245,2024-03-17,12:48,Sunday,Bangalore,Urban,Bike,Damaged,Day,4,Minor,12.975497,77.556724
1246,2024-09-27,01:38,Friday,Chennai,Highway,Bus,Wet,Night,3,Fatal,13.052202,80.278224
1247,2024-05-04,10:15,Saturday,Delhi,Urban,Bus,Wet,Day,1,Minor,28.723407,77.097001
1248,2024-07-28,11:05,Sunday,Delhi,Highway,Car,Wet,Day,4,Serious,28.714622,77.097397
1249,2024-08-02,07:36,Friday,Mumbai,Highway,Bike,Wet,Day,2,Fatal,19.086555,72.907286
1250,2024-06-23,10:07,Sunday,Bangalore,Rural,Bus,Damaged,Day,2,Minor,12.979201,77.607863
1251,2024-04-11,05:56,Thursday,Chennai,Urban,Bike,Dry,Night,4,Serious,13.059038,80.276158
1252,2024-08-28,23:06,Wednesday,Mumbai,Urban,Bus,Dry,Night,2,Minor,19.124993,72.840938
1253,2024-09-28,12:57,Saturday,Chennai,Rural,Bike,Wet,Day,2,Serious,13.103898,80.232603
1254,2024-06-21,18:38,Friday,Bangalore,Highway,Car,Dry,Day,3,Minor,13.016592,77.635667
1255,2024-11-18,14:47,Monday,Chennai,Rural,Bus,Damaged,Day,2,Minor,13.106044,80.293071
1256,2024-10-28,16:05,Monday,Mumbai,Urban,Truck,Damaged,Day,4,Minor,19.063937,72.871559
1257,2024-09-17,23:37,Tuesday,Delhi,Urban,Bike,Wet,Night,4,Fatal,28.688212,77.108913
1258,2024-09-25,18:32,Wednesday,Chennai,Rural,Truck,Wet,Day,3,Serious,13.10843,80.316051
1259,2024-01-22,23:56,Monday,Mumbai,Rural,Truck,Damaged,Night,3,Serious,19.035947,72.856179
1260,2024-03-01,09:17,Friday,Chennai,Rural,Bike,Dry,Day,3,Minor,13.12662,80.246643
1261,2024-11-06,03:59,Wednesday,Mumbai,Highway,Truck,Dry,Night,1,Fatal,19.046684,72.911579
1262,2024-03-27,00:38,Wednesday,Bangalore,Highway,Bike,Dry,Night,4,Fatal,13.00485,77.547178
1263,2024-04-14,09:36,Sunday,Chennai,Highway,Bus,Damaged,Day,2,Serious,13.115804,80.250194
1264,2024-02-26,22:45,Monday,Bangalore,Rural,Bus,Wet,Night,3,Serious,12.930286,77.558282
1265,2024-05-22,23:42,Wednesday,Bangalore,Rural,Car,Damaged,Night,2,Serious,12.994336,77.577312
1266,2024-09-16,10:17,Monday,Chennai,Highway,Car,Damaged,Day,3,Serious,13.121927,80.224536
1267,2024-02-21,22:50,Wednesday,Delhi,Urban,Car,Damaged,Night,1,Serious,28.678691,77.111134
1268,2024-04-22,21:12,Monday,Delhi,Rural,Bike,Wet,Night,2,Fatal,28.727456,77.08076
1269,2024-04-11,20:56,Thursday,Bangalore,Highway,Bike,Dry,Night,4,Fatal,12.928326,77.600374
1270,2024-04-16,22:11,Tuesday,Bangalore,Rural,Truck,Damaged,Night,4,Serious,12.984703,77.568072
1271,2024-06-27,15:33,Thursday,Mumbai,Rural,Bike,Wet,Day,4,Serious,19.075022,72.890703
1272,2024-11-02,11:34,Saturday,Chennai,Rural,Car,Dry,Day,1,Minor,13.128992,80.310382
1273,2024-05-27,13:28,Monday,Delhi,Urban,Bus,Dry,Day,2,Minor,28.700574,77.084391
1274,2024-02-28,11:44,Wednesday,Chennai,Highway,Bike,Wet,Day,4,Fatal,13.092806,80.289422
1275,2024-01-15,09:17,Monday,Mumbai,Rural,Car,Damaged,Day,3,Minor,19.052161,72.859462
1276,2024-07-19,14:27,Friday,Chennai,Rural,Car,Wet,Day,4,Minor,13.105519,80.254684
1277,2024-01-24,09:28,Wednesday,Chennai,Urban,Bike,Damaged,Day,2,Minor,13.110655,80.231732
1278,2024-11-10,19:21,Sunday,Mumbai,Highway,Car,Damaged,Night,1,Fatal,19.106241,72.836725
1279,2024-12-26,10:58,Thursday,Delhi,Highway,Car,Damaged,Day,1,Serious,28.705965,77.08871
1280,2024-04-11,05:53,Thursday,Chennai,Highway,Bike,Wet,Night,2,Fatal,13.123765,80.25385
1281,2024-04-20,17:46,Saturday,Mumbai,Urban,Car,Dry,Day,1,Minor,19.07615,72.906834
1282,2024-01-22,05:18,Monday,Delhi,Urban,Bike,Damaged,Night,2,Serious,28.657478,77.127492
1283,2024-07-12,20:25,Friday,Mumbai,Highway,Truck,Dry,Night,1,Fatal,19.033389,72.899911
1284,2024-07-31,00:00,Wednesday,Mumbai,Urban,Bus,Dry,Night,3,Minor,19.104477,72.870215
1285,2024-01-12,09:17,Friday,Chennai,Urban,Car,Wet,Day,4,Minor,13.070358,80.263653
1286,2024-04-23,13:35,Tuesday,Delhi,Rural,Truck,Damaged,Day,2,Minor,28.692341,77.151815
1287,2024-07-20,11:48,Saturday,Bangalore,Rural,Bike,Damaged,Day,1,Minor,12.961335,77.567812
1288,2024-07-08,15:36,Monday,Bangalore,Highway,Truck,Wet,Day,2,Fatal,13.002568,77.642182
1289,2024-02-18,17:10,Sunday,Mumbai,Rural,Bike,Dry,Day,2,Minor,19.06632,72.911507
1290,2024-09-24,23:53,Tuesday,Mumbai,Urban,Bus,Wet,Night,4,Serious,19.057145,72.861487
1291,2024-03-18,01:20,Monday,Chennai,Urban,Truck,Damaged,Night,2,Serious,13.108204,80.30017
1292,2024-10-06,15:20,Sunday,Mumbai,Rural,Bus,Damaged,Day,4,Minor,19.077443,72.913565
1293,2024-02-11,03:27,Sunday,Bangalore,Rural,Bike,Dry,Night,2,Serious,12.973594,77.556748
1294,2024-04-11,14:55,Thursday,Bangalore,Urban,Bus,Wet,Day,2,Minor,12.984216,77.597059
1295,2024-03-12,23:55,Tuesday,Chennai,Rural,Car,Wet,Night,1,Serious,13.076248,80.250122
1296,2024-12-12,08:33,Thursday,Delhi,Highway,Truck,Damaged,Day,2,Serious,28.668252,77.104825
1297,2024-04-14,19:45,Sunday,Delhi,Highway,Truck,Wet,Night,4,Fatal,28.675162,77.085518
1298,2024-03-10,05:33,Sunday,Chennai,Urban,Truck,Wet,Night,2,Fatal,13.047735,80.227405
1299,2024-01-03,09:44,Wednesday,Mumbai,Urban,Car,Damaged,Day,4,Minor,19.059104,72.833811
1300,2024-08-27,19:10,Tuesday,Bangalore,Rural,Bike,Wet,Night,1,Fatal,13.014388,77.572058
1301,2024-08-06,18:46,Tuesday,Delhi,Rural,Bus,Wet,Day,2,Minor,28.661848,77.067742
1302,2024-04-20,08:11,Saturday,Delhi,Highway,Car,Dry,Day,4,Minor,28.687116,77.129698
1303,2024-10-30,19:17,Wednesday,Chennai,Urban,Bike,Dry,Night,2,Serious,13.131609,80.229834
1304,2024-11-10,04:09,Sunday,Mumbai,Rural,Car,Wet,Night,1,Serious,19.115595,72.832919
1305,2024-09-18,14:27,Wednesday,Chennai,Rural,Truck,Damaged,Day,1,Minor,13.056777,80.260025
1306,2024-07-16,22:30,Tuesday,Delhi,Rural,Truck,Damaged,Night,1,Serious,28.742429,77.136719
1307,2024-03-26,20:53,Tuesday,Delhi,Highway,Bike,Wet,Night,4,Fatal,28.703109,77.131397
1308,2024-12-16,03:35,Monday,Chennai,Highway,Truck,Dry,Night,1,Fatal,13.119314,80.306237
1309,2024-12-09,11:46,Monday,Chennai,Urban,Bike,Wet,Day,3,Serious,13.050601,80.295463
1310,2024-01-06,06:28,Saturday,Delhi,Highway,Bike,Dry,Day,3,Serious,28.686945,77.143604
1311,2024-05-09,16:58,Thursday,Bangalore,Highway,Truck,Dry,Day,3,Serious,12.985767,77.584429
1312,2024-12-22,22:16,Sunday,Delhi,Highway,Car,Damaged,Night,1,Fatal,28.740419,77.145257
1313,2024-11-07,20:29,Thursday,Chennai,Urban,Bus,Damaged,Night,1,Serious,13.036519,80.223584
1314,2024-12-31,04:45,Tuesday,Mumbai,Urban,Car,Wet,Night,1,Serious,19.031605,72.891448
1315,2024-02-01,10:06,Thursday,Delhi,Urban,Car,Wet,Day,3,Minor,28.743874,77.069421
1316,2024-10-27,23:23,Sunday,Bangalore,Highway,Bus,Wet,Night,1,Fatal,12.928095,77.627105
1317,2024-09-13,04:46,Friday,Delhi,Urban,Bike,Wet,Night,1,Fatal,28.681653,77.072368
1318,2024-09-15,13:11,Sunday,Bangalore,Rural,Truck,Damaged,Day,3,Minor,12.933371,77.591225
1319,2024-12-22,02:36,Sunday,Chennai,Urban,Car,Dry,Night,2,Minor,13.105655,80.239266
1320,2024-10-29,20:01,Tuesday,Mumbai,Urban,Bike,Damaged,Night,3,Serious,19.072035,72.91542
1321,2024-05-06,09:53,Monday,Mumbai,Highway,Bike,Wet,Day,1,Fatal,19.063931,72.856408
1322,2024-05-22,04:36,Wednesday,Delhi,Rural,Bike,Dry,Night,3,Serious,28.742457,77.070211
1323,2024-05-31,08:44,Friday,Chennai,Rural,Car,Wet,Day,3,Minor,13.09057,80.255586
1324,2024-11-24,16:28,Sunday,Mumbai,Urban,Bus,Dry,Day,2,Minor,19.125376,72.871085
1325,2024-11-26,21:50,Tuesday,Delhi,Urban,Truck,Damaged,Night,3,Serious,28.663176,77.129841
1326,2024-05-12,06:29,Sunday,Delhi,Urban,Car,Damaged,Day,2,Minor,28.701621,77.099225
