accident_id,date,time,city,area_type,vehicle_type,road_condition,light_condition,vehicles_involved,severity,latitude,longitude
1008,2024-10-11,20:06,Bangalore,Highway,Bike,Dry,Night,2,Fatal,12.949239,77.560933
1009,2024-01-28,22:24,Delhi,Rural,Car,Damaged,Night,3,Serious,28.724033,77.146374
1010,2024-07-16,18:01,Bangalore,Rural,Truck,Damaged,Day,3,Minor,12.948642,77.605525
1011,2024-01-06,10:32,Delhi,Urban,Car,Wet,Day,2,Minor,28.654175,77.109842
1012,2024-01-21,02:43,Delhi,Highway,Bike,Wet,Night,1,Fatal,28.732721,77.072762
1013,2024-03-01,10:02,Mumbai,Rural,Bus,Damaged,Day,4,Minor,19.074527,72.915313
1014,2024-07-15,22:45,Chennai,Highway,Truck,Dry,Night,2,Serious,13.104214,80.250635
1015,2024-06-15,16:32,Chennai,Highway,Bike,Damaged,Day,4,Serious,13.127411,80.258985
1016,2024-03-02,20:12,Chennai,Highway,Truck,Damaged,Night,1,Fatal,13.111713,80.263118
1017,2024-09-06,09:37,Delhi,Urban,Car,Dry,Day,4,Minor,28.672794,77.075149
1018,2024-04-29,20:25,Delhi,Urban,Bike,Dry,Night,4,Serious,28.686072,77.135173
1019,2024-02-28,12:49,Chennai,Highway,Car,Dry,Day,4,Minor,13.098359,80.250668
1020,2024-05-18,19:58,Delhi,Rural,Bike,Dry,Night,1,Serious,28.6832,77.10616
1021,2024-11-16,06:38,Chennai,Highway,Bus,Damaged,Day,3,Serious,13.05569,80.298224
1022,2024-03-22,16:37,Chennai,Highway,Bike,Dry,Day,1,Serious,13.076767,80.245531
1023,2024-07-21,12:35,Bangalore,Highway,Car,Damaged,Day,2,Serious,13.003629,77.558906
1024,2024-06-11,16:30,Delhi,Rural,Bike,Dry,Day,3,Minor,28.677311,77.132488
1025,2024-03-25,11:51,Bangalore,Rural,Truck,Damaged,Day,1,Minor,12.998459,77.55263
1026,2024-10-15,00:21,Mumbai,Urban,Bike,Damaged,Night,4,Serious,19.070543,72.836192
1027,2024-07-06,09:22,Delhi,Urban,Bus,Dry,Day,1,Minor,28.666509,77.087967
1028,2024-05-23,11:14,Bangalore,Highway,Bike,Damaged,Day,2,Serious,12.929785,77.564133
1029,2024-02-02,09:10,Chennai,Urban,Truck,Damaged,Day,3,Minor,13.045816,80.247332
1030,2024-02-29,22:20,Bangalore,Urban,Car,Wet,Night,4,Serious,12.96616,77.575082
1031,2024-05-28,06:38,Chennai,Highway,Truck,Dry,Day,3,Minor,13.071477,80.31724
1032,2024-11-04,02:10,Bangalore,Urban,Bus,Wet,Night,4,Serious,12.956172,77.567866
1033,2024-12-18,15:50,Chennai,Urban,Bus,Wet,Day,1,Minor,13.084438,80.221882
1034,2024-04-17,06:02,Chennai,Urban,Bus,Dry,Day,1,Minor,13.067061,80.266444
1035,2024-10-11,18:23,Mumbai,Rural,Truck,Wet,Day,4,Minor,19.088553,72.915296
1036,2024-08-24,02:44,Delhi,Urban,Car,Dry,Night,4,Minor,28.708541,77.147344
1037,2024-09-06,09:35,Mumbai,Highway,Car,Damaged,Day,1,Serious,19.031756,72.908478
1038,2024-04-08,16:06,Mumbai,Highway,Car,Wet,Day,1,Serious,19.070281,72.913583
1039,2024-09-27,05:19,Mumbai,Highway,Bus,Dry,Night,4,Serious,19.073115,72.892519
1040,2024-05-02,07:22,Chennai,Rural,Bike,Wet,Day,2,Serious,13.112243,80.267775
1041,2024-04-21,23:11,Delhi,Highway,Car,Wet,Night,4,Fatal,28.752276,77.131855
1042,2024-07-11,08:19,Delhi,Highway,Bike,Dry,Day,3,Serious,28.744247,77.150629
1043,2024-08-12,10:46,Delhi,Rural,Truck,Damaged,Day,2,Minor,28.656737,77.082194
1044,2024-10-16,05:47,Bangalore,Rural,Truck,Wet,Night,2,Serious,12.974676,77.634966
1045,2024-06-13,06:24,Chennai,Urban,Bus,Dry,Day,3,Minor,13.033209,80.255725
1046,2024-05-13,18:16,Mumbai,Rural,Bus,Damaged,Day,3,Minor,19.11808,72.87992
1047,2024-07-16,23:19,Mumbai,Highway,Truck,Damaged,Night,4,Fatal,19.088184,72.887654
1048,2024-01-09,07:28,Mumbai,Urban,Bus,Dry,Day,3,Minor,19.072358,72.835857
1049,2024-06-28,21:09,Mumbai,Rural,Bike,Damaged,Night,3,Serious,19.115505,72.861445
1050,2024-07-17,01:16,Delhi,Rural,Bus,Wet,Night,4,Serious,28.710045,77.070792
1051,2024-09-15,20:59,Bangalore,Urban,Bike,Dry,Night,1,Serious,12.994036,77.640496
1052,2024-12-03,16:39,Chennai,Rural,Bike,Damaged,Day,3,Minor,13.090201,80.300234
1053,2024-10-15,04:49,Mumbai,Highway,Bus,Dry,Night,4,Serious,19.028838,72.909209
1054,2024-03-03,16:01,Bangalore,Rural,Bike,Dry,Day,4,Minor,12.965726,77.614403
1055,2024-03-21,00:21,Delhi,Highway,Truck,Dry,Night,4,Serious,28.695741,77.149237
1056,2024-10-24,08:35,Mumbai,Urban,Car,Damaged,Day,4,Minor,19.080335,72.854822
1057,2024-10-08,10:17,Delhi,Rural,Car,Wet,Day,3,Minor,28.735919,77.053209
1058,2024-10-01,17:43,Mumbai,Urban,Car,Wet,Day,4,Minor,19.076171,72.923442
1059,2024-09-07,18:12,Chennai,Rural,Bus,Damaged,Day,4,Minor,13.061101,80.274293
1060,2024-10-25,20:53,Delhi,Highway,Bike,Damaged,Night,4,Fatal,28.662116,77.136287
1061,2024-02-09,11:16,Chennai,Urban,Car,Wet,Day,4,Minor,13.080863,80.255457
1062,2024-05-18,21:29,Delhi,Rural,Truck,Wet,Night,3,Serious,28.684121,77.104188
1063,2024-05-01,00:35,Delhi,Highway,Bus,Wet,Night,2,Fatal,28.732217,77.09019
1064,2024-09-06,07:02,Mumbai,Rural,Car,Damaged,Day,4,Minor,19.026168,72.872697
1065,2024-05-07,00:43,Mumbai,Highway,Car,Wet,Night,3,Fatal,19.061099,72.888417
1066,2024-03-15,11:13,Mumbai,Highway,Bus,Damaged,Day,4,Serious,19.072705,72.920431
1067,2024-11-27,19:10,Delhi,Highway,Truck,Damaged,Night,4,Fatal,28.696708,77.100179
1068,2024-11-12,18:01,Bangalore,Rural,Bike,Wet,Day,4,Serious,13.00328,77.630225
1069,2024-07-22,03:50,Delhi,Highway,Truck,Wet,Night,3,Fatal,28.718879,77.121688
1070,2024-09-09,14:39,Mumbai,Urban,Bus,Damaged,Day,3,Minor,19.121878,72.83595
1071,2024-01-21,06:11,Mumbai,Highway,Bus,Dry,Day,2,Minor,19.087547,72.922024
1072,2024-01-16,15:10,Delhi,Urban,Truck,Wet,Day,1,Minor,28.753172,77.072797
1073,2024-02-26,19:02,Mumbai,Rural,Truck,Wet,Night,4,Serious,19.063028,72.894081
1074,2024-09-30,08:19,Delhi,Rural,Bus,Wet,Day,4,Minor,28.712558,77.054624
1075,2024-10-06,04:19,Delhi,Rural,Car,Dry,Night,2,Minor,28.75224,77.147796
1076,2024-08-05,05:20,Delhi,Highway,Bike,Wet,Night,4,Fatal,28.695054,77.146999
1077,2024-01-27,21:39,Bangalore,Rural,Car,Wet,Night,1,Serious,13.003676,77.627938
1078,2024-07-15,15:00,Chennai,Highway,Bus,Wet,Day,1,Serious,13.068549,80.311499
1079,2024-05-20,06:56,Chennai,Highway,Truck,Damaged,Day,2,Serious,13.080595,80.2843
1080,2024-10-14,01:44,Mumbai,Urban,Bike,Damaged,Night,1,Serious,19.063125,72.869689
1081,2024-07-13,18:35,Bangalore,Rural,Truck,Damaged,Day,1,Minor,12.969993,77.551419
1082,2024-10-29,23:51,Chennai,Rural,Bike,Damaged,Night,3,Serious,13.108827,80.305457
1083,2024-05-06,20:18,Delhi,Highway,Truck,Dry,Night,1,Serious,28.700359,77.131484
1084,2024-09-19,00:35,Bangalore,Urban,Bus,Damaged,Night,3,Serious,13.014033,77.57292
1085,2024-09-10,09:24,Mumbai,Urban,Bike,Dry,Day,2,Minor,19.058082,72.894545
1086,2024-09-01,16:10,Bangalore,Urban,Truck,Dry,Day,1,Minor,12.984539,77.6224
1087,2024-02-12,23:14,Bangalore,Highway,Bike,Damaged,Night,2,Fatal,13.014091,77.631506
1088,2024-09-08,19:11,Mumbai,Urban,Truck,Dry,Night,3,Minor,19.053605,72.907012
1089,2024-02-13,05:49,Delhi,Rural,Bus,Dry,Night,2,Minor,28.660255,77.150958
1090,2024-09-20,11:40,Bangalore,Urban,Truck,Damaged,Day,3,Minor,12.995676,77.642682
1091,2024-03-01,05:10,Chennai,Urban,Truck,Wet,Night,2,Serious,13.063981,80.248937
1092,2024-04-06,10:50,Chennai,Highway,Car,Wet,Day,4,Serious,13.118137,80.249471
1093,2024-01-07,23:33,Bangalore,Rural,Bus,Damaged,Night,2,Serious,12.939865,77.595868
1094,2024-07-18,12:16,Delhi,Rural,Bus,Damaged,Day,4,Minor,28.728393,77.150985
1095,2024-08-08,21:41,Bangalore,Urban,Car,Damaged,Night,2,Serious,12.996843,77.576343
1096,2024-02-06,06:32,Chennai,Urban,Bike,Wet,Day,2,Serious,13.035973,80.231586
1097,2024-08-25,12:39,Delhi,Rural,Bus,Dry,Day,4,Minor,28.715116,77.149515
1098,2024-06-18,21:46,Mumbai,Rural,Bus,Damaged,Night,4,Serious,19.053819,72.857206
1099,2024-12-08,03:22,Chennai,Urban,Truck,Wet,Night,4,Serious,13.05473,80.313831
1100,2024-06-02,20:48,Delhi,Rural,Bike,Wet,Night,4,Fatal,28.705878,77.078709
1101,2024-03-10,12:46,Chennai,Urban,Truck,Damaged,Day,4,Minor,13.063483,80.223647
1102,2024-11-06,06:16,Mumbai,Rural,Bus,Wet,Day,3,Minor,19.11211,72.834418
1103,2024-11-10,14:20,Mumbai,Urban,Bike,Dry,Day,4,Minor,19.09769,72.832502
1104,2024-11-26,22:57,Delhi,Rural,Bike,Damaged,Night,2,Serious,28.716533,77.064912
1105,2024-06-15,01:28,Delhi,Urban,Bus,Dry,Night,3,Minor,28.689075,77.084646
1106,2024-10-21,09:36,Chennai,Highway,Bus,Wet,Day,3,Serious,13.051087,80.226543
1107,2024-01-14,04:29,Mumbai,Urban,Bus,Dry,Night,3,Minor,19.107223,72.918501
1108,2024-10-12,09:04,Mumbai,Highway,Bike,Dry,Day,2,Serious,19.068154,72.89334
1109,2024-09-20,11:35,Bangalore,Highway,Bus,Wet,Day,1,Serious,12.924255,77.613301
1110,2024-01-20,04:29,Bangalore,Urban,Truck,Wet,Night,3,Serious,13.00121,77.601106
1111,2024-01-04,16:54,Delhi,Highway,Truck,Wet,Day,4,Serious,28.733745,77.149468
1112,2024-08-29,07:11,Bangalore,Highway,Bus,Wet,Day,2,Serious,12.947781,77.58071
1113,2024-03-13,04:03,Chennai,Urban,Bus,Wet,Night,1,Serious,13.073683,80.274559
1114,2024-11-09,18:14,Mumbai,Urban,Truck,Damaged,Day,1,Minor,19.125194,72.915611
1115,2024-06-11,15:32,Chennai,Urban,Bike,Dry,Day,2,Minor,13.097574,80.224286
1116,2024-09-06,04:36,Mumbai,Rural,Bus,Damaged,Night,1,Serious,19.029856,72.892842
1117,2024-04-04,13:43,Delhi,Rural,Bus,Damaged,Day,3,Minor,28.667171,77.082275
1118,2024-08-29,06:08,Bangalore,Highway,Bike,Damaged,Day,3,Serious,12.973112,77.642384
1119,2024-04-07,16:40,Mumbai,Rural,Car,Damaged,Day,1,Minor,19.119732,72.830646
1120,2024-02-06,07:37,Bangalore,Rural,Bike,Dry,Day,3,Minor,12.946557,77.626418
1121,2024-05-24,15:22,Chennai,Urban,Bike,Dry,Day,1,Minor,13.129951,80.228277
1122,2024-08-21,01:02,Bangalore,Highway,Bus,Damaged,Night,2,Fatal,13.018161,77.618896
1123,2024-07-05,13:36,Mumbai,Rural,Bus,Dry,Day,3,Minor,19.048838,72.874115
1124,2024-02-05,12:09,Bangalore,Highway,Bus,Damaged,Day,4,Serious,12.988273,77.590721
1125,2024-02-08,19:25,Chennai,Highway,Truck,Wet,Night,1,Fatal,13.130847,80.289854
1126,2024-01-31,14:55,Mumbai,Highway,Bike,Wet,Day,2,Fatal,19.095483,72.855736
1127,2024-09-01,21:20,Mumbai,Rural,Truck,Damaged,Night,4,Serious,19.036499,72.863199
1128,2024-10-30,17:04,Mumbai,Highway,Car,Damaged,Day,4,Serious,19.041846,72.852687
1129,2024-03-01,00:21,Mumbai,Urban,Bus,Dry,Night,3,Minor,19.068068,72.851398
1130,2024-03-15,05:12,Bangalore,Highway,Truck,Damaged,Night,4,Fatal,12.94369,77.553634
1131,2024-01-21,11:56,Bangalore,Highway,Bike,Wet,Day,3,Fatal,12.947684,77.612364
1132,2024-07-17,05:21,Bangalore,Highway,Truck,Damaged,Night,1,Fatal,12.951304,77.559768
1133,2024-12-13,19:36,Delhi,Highway,Bike,Dry,Night,2,Fatal,28.720127,77.151073
1134,2024-08-29,00:08,Mumbai,Urban,Car,Damaged,Night,4,Serious,19.103921,72.899809
1135,2024-12-11,11:09,Chennai,Urban,Bike,Wet,Day,2,Serious,13.086411,80.269041
1136,2024-02-12,07:43,Bangalore,Rural,Bus,Wet,Day,1,Minor,12.944882,77.604742
1137,2024-04-23,22:00,Mumbai,Rural,Bus,Damaged,Night,2,Serious,19.122547,72.835349
1138,2024-11-10,11:00,Bangalore,Highway,Truck,Wet,Day,2,Serious,12.986873,77.594671
1139,2024-11-11,23:49,Chennai,Urban,Bike,Damaged,Night,4,Serious,13.121527,80.302138
1140,2024-03-03,05:31,Bangalore,Rural,Bike,Damaged,Night,3,Serious,13.010081,77.578258
1141,2024-05-01,11:21,Bangalore,Rural,Bus,Damaged,Day,2,Minor,12.961138,77.580656
1142,2024-10-29,07:09,Bangalore,Highway,Truck,Dry,Day,3,Minor,13.004631,77.614431
1143,2024-06-06,06:50,Chennai,Urban,Truck,Dry,Day,2,Minor,13.04801,80.271065
1144,2024-11-02,07:46,Mumbai,Highway,Bus,Wet,Day,3,Serious,19.108037,72.860664
1145,2024-07-01,05:15,Bangalore,Highway,Car,Damaged,Night,2,Fatal,12.959063,77.563076
1146,2024-02-07,08:55,Delhi,Urban,Bike,Dry,Day,3,Minor,28.660519,77.150565
1147,2024-05-19,01:10,Delhi,Rural,Car,Dry,Night,2,Minor,28.74645,77.102074
1148,2024-06-17,16:50,Bangalore,Urban,Bike,Dry,Day,3,Minor,12.985943,77.62826
1149,2024-09-20,10:10,Delhi,Highway,Bus,Wet,Day,4,Serious,28.736352,77.106856
1150,2024-05-23,13:25,Bangalore,Urban,Car,Damaged,Day,4,Minor,12.94594,77.618517
1151,2024-11-30,07:07,Bangalore,Rural,Bike,Wet,Day,3,Serious,12.979302,77.568989
1152,2024-01-16,22:58,Mumbai,Highway,Car,Dry,Night,1,Serious,19.071273,72.836367
1153,2024-12-10,04:35,Bangalore,Highway,Bike,Dry,Night,3,Fatal,12.947557,77.64043
1154,2024-01-08,17:26,Bangalore,Highway,Car,Dry,Day,1,Minor,13.012123,77.60351
1155,2024-03-16,07:46,Chennai,Urban,Truck,Dry,Day,1,Minor,13.059006,80.299614
1156,2024-03-06,23:24,Chennai,Rural,Car,Damaged,Night,3,Serious,13.110215,80.227804
1157,2024-03-15,13:52,Chennai,Urban,Bus,Damaged,Day,2,Minor,13.121602,80.306238
1158,2024-11-08,09:23,Bangalore,Highway,Truck,Damaged,Day,2,Serious,12.936634,77.565725
1159,2024-05-28,06:29,Chennai,Rural,Truck,Damaged,Day,4,Minor,13.056451,80.312209
1160,2024-03-08,21:35,Mumbai,Highway,Bus,Dry,Night,4,Serious,19.060329,72.858054
1161,2024-07-30,21:56,Chennai,Highway,Car,Dry,Night,3,Serious,13.114512,80.318917
1162,2024-10-14,20:17,Delhi,Urban,Car,Dry,Night,4,Minor,28.70494,77.084031
1163,2024-07-02,12:37,Bangalore,Urban,Bus,Damaged,Day,1,Minor,12.999363,77.544679
1164,2024-11-25,09:54,Chennai,Urban,Bike,Wet,Day,4,Serious,13.040505,80.278356
1165,2024-05-03,14:26,Bangalore,Urban,Truck,Damaged,Day,1,Minor,12.990592,77.588213
1166,2024-10-20,10:57,Bangalore,Rural,Truck,Dry,Day,3,Minor,13.016947,77.581853
1167,2024-07-27,08:05,Mumbai,Highway,Bus,Dry,Day,2,Minor,19.09504,72.83166
1168,2024-11-21,10:37,Delhi,Highway,Bike,Dry,Day,1,Serious,28.669825,77.070049
1169,2024-10-28,06:54,Chennai,Rural,Bike,Damaged,Day,4,Minor,13.05195,80.24667
1170,2024-05-03,23:26,Delhi,Highway,Bus,Dry,Night,4,Serious,28.660399,77.115935
1171,2024-02-09,11:58,Delhi,Highway,Car,Wet,Day,4,Serious,28.753111,77.05711
1172,2024-06-03,16:27,Chennai,Rural,Bike,Damaged,Day,2,Minor,13.110607,80.316219
1173,2024-01-21,20:37,Mumbai,Urban,Car,Damaged,Night,3,Serious,19.086692,72.922352
1174,2024-12-27,16:18,Mumbai,Rural,Bike,Damaged,Day,3,Minor,19.055011,72.858175
1175,2024-12-18,04:56,Mumbai,Urban,Car,Dry,Night,4,Minor,19.051742,72.899468
1176,2024-11-22,08:48,Delhi,Rural,Bus,Wet,Day,1,Minor,28.68252,77.128218
1177,2024-08-30,17:20,Chennai,Urban,Bike,Damaged,Day,4,Minor,13.036448,80.268371
1178,2024-10-09,05:02,Chennai,Highway,Bus,Dry,Night,4,Serious,13.117656,80.252868
1179,2024-11-04,10:22,Bangalore,Highway,Bus,Dry,Day,3,Minor,13.009202,77.55701
1180,2024-06-05,19:17,Mumbai,Rural,Bike,Dry,Night,2,Serious,19.091165,72.908901
1181,2024-08-15,20:39,Delhi,Urban,Bike,Dry,Night,3,Serious,28.717066,77.149344
1182,2024-08-25,11:29,Mumbai,Highway,Truck,Dry,Day,3,Minor,19.084587,72.896673
1183,2024-09-16,20:31,Bangalore,Rural,Bike,Dry,Night,2,Serious,13.011598,77.633863
1184,2024-04-01,13:28,Chennai,Highway,Car,Dry,Day,4,Minor,13.101197,80.294291
1185,2024-06-08,04:59,Chennai,Urban,Bike,Damaged,Night,1,Serious,13.092437,80.290293
1186,2024-12-25,18:06,Mumbai,Rural,Truck,Wet,Day,2,Minor,19.091147,72.834253
1187,2024-06-03,15:12,Mumbai,Highway,Bike,Dry,Day,1,Serious,19.100853,72.851577
1188,2024-12-28,22:22,Mumbai,Urban,Car,Damaged,Night,3,Serious,19.045311,72.9141
1189,2024-07-09,11:22,Delhi,Highway,Bike,Damaged,Day,4,Serious,28.654967,77.064805
1190,2024-07-29,16:50,Mumbai,Urban,Car,Dry,Day,4,Minor,19.074322,72.855892
1191,2024-08-08,10:59,Bangalore,Urban,Bus,Wet,Day,3,Minor,13.014761,77.591299
1192,2024-10-09,01:54,Mumbai,Highway,Bus,Damaged,Night,4,Fatal,19.052842,72.829002
1193,2024-11-05,14:53,Bangalore,Highway,Truck,Damaged,Day,1,Serious,12.985692,77.576808
1194,2024-03-09,21:22,Bangalore,Urban,Car,Wet,Night,3,Serious,12.971171,77.632123
1195,2024-12-25,14:55,Bangalore,Rural,Bike,Dry,Day,2,Minor,13.013039,77.641095
1196,2024-02-27,22:59,Mumbai,Highway,Car,Dry,Night,3,Serious,19.101068,72.893115
1197,2024-03-03,01:19,Delhi,Urban,Car,Wet,Night,2,Serious,28.663908,77.055872
1198,2024-11-06,16:17,Mumbai,Urban,Car,Wet,Day,3,Minor,19.032464,72.869098
1199,2024-11-24,22:21,Mumbai,Urban,Bike,Wet,Night,2,Fatal,19.085944,72.916571
1200,2024-05-10,20:32,Bangalore,Rural,Truck,Damaged,Night,1,Serious,12.930133,77.637371
1201,2024-04-29,23:56,Bangalore,Urban,Bus,Wet,Night,1,Serious,12.998923,77.639558
1202,2024-06-02,17:04,Mumbai,Highway,Car,Dry,Day,1,Minor,19.051377,72.864403
1203,2024-03-07,13:53,Bangalore,Highway,Truck,Damaged,Day,1,Serious,12.968105,77.554667
1204,2024-08-24,06:05,Chennai,Highway,Bike,Dry,Day,3,Serious,13.112457,80.3171
1205,2024-06-03,22:25,Bangalore,Rural,Car,Wet,Night,4,Serious,12.947893,77.625597
1206,2024-10-09,11:50,Delhi,Highway,Bike,Damaged,Day,3,Serious,28.731027,77.099477
1207,2024-08-18,05:12,Chennai,Highway,Truck,Wet,Night,1,Fatal,13.062498,80.242348
1208,2024-12-07,06:05,Chennai,Highway,Car,Dry,Day,1,Minor,13.087153,80.29411
1209,2024-10-19,23:48,Bangalore,Rural,Car,Damaged,Night,1,Serious,12.92184,77.545084
1210,2024-05-31,12:26,Delhi,Urban,Bus,Damaged,Day,4,Minor,28.69351,77.056895
1211,2024-10-03,20:26,Mumbai,Rural,Bike,Wet,Night,1,Fatal,19.056391,72.840719
1212,2024-08-08,06:05,Mumbai,Highway,Bike,Dry,Day,3,Serious,19.076013,72.903286
1213,2024-10-18,18:56,Chennai,Rural,Car,Dry,Day,2,Minor,13.077187,80.29754
1214,2024-08-23,16:16,Chennai,Urban,Bus,Wet,Day,4,Minor,13.115591,80.238842
1215,2024-09-11,06:35,Mumbai,Rural,Car,Dry,Day,4,Minor,19.114632,72.873301
1216,2024-01-11,23:41,Chennai,Urban,Truck,Wet,Night,4,Serious,13.042707,80.30315
1217,2024-07-24,03:16,Mumbai,Urban,Bike,Wet,Night,3,Fatal,19.039856,72.888385
1218,2024-07-21,17:33,Mumbai,Highway,Car,Wet,Day,3,Serious,19.080663,72.916125
1219,2024-11-16,05:30,Chennai,Rural,Truck,Dry,Night,4,Minor,13.097637,80.241259
1220,2024-12-22,05:01,Chennai,Rural,Bike,Wet,Night,2,Fatal,13.072061,80.258702
1221,2024-11-25,22:45,Delhi,Urban,Car,Wet,Night,3,Serious,28.717053,77.107418
1222,2024-10-21,09:03,Delhi,Rural,Truck,Dry,Day,4,Minor,28.710761,77.088596
1223,2024-08-05,02:21,Bangalore,Rural,Car,Damaged,Night,3,Serious,12.925229,77.56391
1224,2024-03-17,09:22,Bangalore,Highway,Truck,Wet,Day,4,Serious,12.951532,77.557191
1225,2024-08-13,07:55,Chennai,Urban,Bus,Damaged,Day,3,Minor,13.034233,80.316185
1226,2024-10-24,16:17,Delhi,Highway,Bus,Dry,Day,2,Minor,28.741881,77.108298
1227,2024-09-19,08:55,Bangalore,Rural,Bus,Wet,Day,3,Minor,12.922826,77.591471
1228,2024-02-22,02:40,Bangalore,Rural,Car,Wet,Night,3,Serious,12.964921,77.5703
1229,2024-09-15,15:44,Mumbai,Rural,Bike,Wet,Day,2,Serious,19.07304,72.871126
1230,2024-04-20,23:47,Chennai,Urban,Bike,Wet,Night,4,Fatal,13.07177,80.286228
1231,2024-01-20,23:18,Mumbai,Urban,Truck,Dry,Night,4,Minor,19.08949,72.882547
1232,2024-11-19,08:31,Bangalore,Rural,Car,Damaged,Day,2,Minor,13.016051,77.636822
1233,2024-11-22,15:13,Chennai,Urban,Bus,Dry,Day,4,Minor,13.093226,80.295336
1234,2024-10-10,06:47,Mumbai,Urban,Bike,Wet,Day,3,Serious,19.037075,72.842081
1235,2024-12-30,12:42,Mumbai,Urban,Car,Dry,Day,1,Minor,19.095017,72.905552
1236,2024-04-24,10:57,Mumbai,Rural,Car,Wet,Day,4,Minor,19.086649,72.878179
1237,2024-02-27,20:39,Chennai,Highway,Bus,Wet,Night,2,Fatal,13.080614,80.302946
1238,2024-09-20,02:09,Delhi,Rural,Bike,Wet,Night,2,Fatal,28.693057,77.072291
1239,2024-03-30,14:44,Mumbai,Rural,Bus,Wet,Day,4,Minor,19.056542,72.829321
1240,2024-12-09,21:31,Bangalore,Highway,Bus,Wet,Night,2,Fatal,13.009505,77.611941
1241,2024-11-23,15:58,Mumbai,Urban,Car,Damaged,Day,2,Minor,19.067281,72.900004
1242,2024-05-24,07:38,Delhi,Highway,Truck,Dry,Day,3,Minor,28.673192,77.129127
1243,2024-05-08,20:38,Chennai,Urban,Car,Dry,Night,1,Minor,13.075255,80.303623
1244,2024-12-29,14:51,Delhi,Urban,Bike,Damaged,Day,3,Minor,28.725914,77.058912
1245,2024-06-03,22:02,Bangalore,Urban,Bus,Dry,Night,1,Minor,12.964781,77.549485
1246,2024-09-21,15:21,Mumbai,Urban,Bus,Wet,Day,3,Minor,19.080238,72.848301
1247,2024-01-14,18:31,Delhi,Highway,Truck,Wet,Day,1,Serious,28.707924,77.122685
1248,2024-05-21,05:14,Bangalore,Highway,Truck,Damaged,Night,1,Fatal,12.952205,77.570364
1249,2024-01-16,02:53,Chennai,Urban,Truck,Damaged,Night,3,Serious,13.066938,80.229767
1250,2024-04-04,02:24,Bangalore,Rural,Bike,Dry,Night,1,Serious,12.974617,77.596415
1251,2024-11-18,22:30,Chennai,Highway,Bike,Damaged,Night,4,Fatal,13.047203,80.230946
1252,2024-07-28,14:17,Mumbai,Highway,Bike,Dry,Day,1,Serious,19.030422,72.851351
1253,2024-06-28,04:48,Delhi,Urban,Car,Dry,Night,3,Minor,28.739154,77.099419
1254,2024-07-03,12:04,Delhi,Urban,Bus,Damaged,Day,1,Minor,28.670534,77.128619
1255,2024-06-16,20:46,Chennai,Highway,Truck,Dry,Night,4,Serious,13.059794,80.285474
1256,2024-11-25,03:25,Chennai,Rural,Truck,Damaged,Night,4,Serious,13.126139,80.275379
1257,2024-09-09,05:11,Chennai,Urban,Car,Dry,Night,2,Minor,13.045092,80.301302
1258,2024-05-02,21:03,Delhi,Highway,Bus,Dry,Night,1,Serious,28.686271,77.058968
1259,2024-02-23,18:40,Bangalore,Highway,Bike,Damaged,Day,3,Serious,12.928197,77.561019
1260,2024-02-02,09:59,Chennai,Urban,Car,Dry,Day,3,Minor,13.08054,80.246299
1261,2024-07-30,04:19,Bangalore,Rural,Bike,Damaged,Night,3,Serious,12.937789,77.597883
1262,2024-02-07,01:02,Bangalore,Rural,Bike,Dry,Night,2,Serious,13.015464,77.628838
1263,2024-08-23,13:48,Delhi,Urban,Bus,Dry,Day,4,Minor,28.71965,77.113973
1264,2024-06-04,20:20,Bangalore,Urban,Car,Wet,Night,4,Serious,12.951163,77.634817
1265,2024-09-15,10:23,Delhi,Highway,Bus,Damaged,Day,4,Serious,28.702252,77.09736
1266,2024-02-13,19:57,Mumbai,Rural,Bus,Wet,Night,2,Serious,19.042854,72.829718
1267,2024-11-20,04:17,Bangalore,Urban,Bike,Wet,Night,3,Fatal,12.971589,77.585222
1268,2024-12-22,05:48,Bangalore,Urban,Truck,Damaged,Night,3,Serious,12.967069,77.633921
1269,2024-04-13,21:21,Bangalore,Rural,Bike,Dry,Night,4,Serious,12.925435,77.589768
1270,2024-03-19,20:07,Delhi,Urban,Bus,Dry,Night,3,Minor,28.724966,77.068348
1271,2024-01-06,22:44,Delhi,Highway,Truck,Dry,Night,1,Serious,28.748547,77.069484
1272,2024-07-31,02:22,Mumbai,Rural,Car,Dry,Night,4,Minor,19.027513,72.919369
1273,2024-11-13,12:58,Delhi,Highway,Truck,Dry,Day,4,Minor,28.710795,77.130164
1274,2024-03-12,01:35,Mumbai,Urban,Car,Damaged,Night,4,Serious,19.123356,72.841543
1275,2024-10-25,22:18,Bangalore,Highway,Car,Damaged,Night,3,Fatal,12.970799,77.61216
1276,2024-05-05,03:32,Bangalore,Highway,Bike,Wet,Night,3,Fatal,12.970578,77.606817
1277,2024-05-16,04:59,Bangalore,Highway,Car,Wet,Night,4,Fatal,12.992181,77.637806
1278,2024-10-03,10:47,Mumbai,Urban,Truck,Wet,Day,3,Minor,19.080073,72.877866
1279,2024-12-09,22:29,Chennai,Rural,Truck,Damaged,Night,1,Serious,13.080483,80.234638
1280,2024-07-25,15:32,Mumbai,Rural,Bus,Damaged,Day,3,Minor,19.095256,72.881776
1281,2024-07-28,00:07,Chennai,Highway,Car,Wet,Night,2,Fatal,13.075084,80.247888
